#gene_id,gene_name,Length
ENSG00000236197.2,AC002429.5,59620
ENSG00000277296.1,AC002429.1,66
ENSG00000005421.7,PON1,27032
ENSG00000237160.2,AC004022.7,193
ENSG00000228751.1,AC004022.8,1066
ENSG00000105852.9,PON3,36425
ENSG00000105854.11,PON2,30332
ENSG00000273138.1,GS1-293C5.1,355
ENSG00000233942.1,AC004012.1,2164
ENSG00000005981.11,ASB4,61789
ENSG00000279525.1,GS1-306C12.1,2398
ENSG00000004799.7,PDK4,12993
ENSG00000231170.4,AC002451.3,17038
ENSG00000158560.13,DYNC1I1,337817
ENSG00000279067.1,GS1-25M2.1,1349
ENSG00000004864.12,SLC25A13,201928
ENSG00000208025.1,MIR591,95
ENSG00000237551.1,AC096775.2,448
ENSG00000220987.1,AC084368.1,101
ENSG00000275834.1,RP11-440E5.1,65
ENSG00000207045.1,RNU6-532P,107
ENSG00000207115.1,RNU6-364P,107
ENSG00000252872.1,RNU7-188P,64
ENSG00000238385.1,AC004458.1,92
ENSG00000127922.8,SHFM1,228266
ENSG00000227284.2,MARK2P10,1437
ENSG00000244318.3,RN7SL252P,297
ENSG00000231764.7,DLX6-AS1,58925
ENSG00000274409.1,Evf1_1,180
ENSG00000277124.1,Evf1_2,207
ENSG00000006377.10,DLX6,5492
ENSG00000274709.1,Evf-2_5p,142
ENSG00000105880.4,DLX5,4706
ENSG00000196636.7,ACN9,65174
ENSG00000224551.1,HMGB3P21,547
ENSG00000224475.1,AC073900.4,776
ENSG00000221192.1,AC004745.1,83
ENSG00000226046.1,AP1S2P1,379
ENSG00000199475.1,RN7SKP104,328
ENSG00000006128.10,TAC1,8565
ENSG00000070669.15,ASNS,20425
ENSG00000226744.1,AC079781.5,123
ENSG00000235982.1,AC007875.3,514
ENSG00000231812.1,SNRPCP9,207
ENSG00000237818.1,RPS3AP29,769
ENSG00000221048.1,AC079781.1,148
ENSG00000231859.1,AC007875.2,394
ENSG00000232032.1,AC079781.7,169
ENSG00000232097.1,AC079781.8,356
ENSG00000238228.1,OR7E7P,1012
ENSG00000266318.1,MIR5692A1,69
ENSG00000266668.1,MIR5692C2,77
ENSG00000183444.10,OR7E38P,985
ENSG00000243554.1,AC004967.7,3250
ENSG00000135175.5,OCM2,6486
ENSG00000277946.1,Metazoa_SRP,298
ENSG00000164715.5,LMTK2,102749
ENSG00000180535.3,BHLHA15,1553
ENSG00000205356.8,TECPR1,37628
ENSG00000164713.8,BRI3,58063
ENSG00000006453.12,BAIAP2L1,109418
ENSG00000272950.1,RP11-307C18.1,578
ENSG00000214389.2,RPS3AP26,784
ENSG00000213455.3,AC091654.7,499
ENSG00000223402.1,AC074121.4,675
ENSG00000106236.3,NPTX2,12572
ENSG00000207204.1,RNU6-393P,107
ENSG00000166448.13,TMEM130,24284
ENSG00000196367.11,TRRAP,135311
ENSG00000266019.1,MIR3609,80
ENSG00000238109.1,AC004893.10,1393
ENSG00000242687.2,AC004893.11,35076
ENSG00000198742.8,SMURF1,116663
ENSG00000185467.7,KPNA7,33933
ENSG00000002079.11,MYH16,72337
ENSG00000241685.7,ARPC1A,62267
ENSG00000130429.11,ARPC1B,20553
ENSG00000106244.11,PDAP1,16782
ENSG00000106245.8,BUD31,10976
ENSG00000106246.16,PTCD1,49425
ENSG00000248919.6,ATP5J2-PTCD1,46449
ENSG00000160917.13,CPSF4,18450
ENSG00000228335.1,AC073063.10,607
ENSG00000241468.6,ATP5J2,17857
ENSG00000198556.12,ZNF789,30810
ENSG00000160908.14,ZNF394,13806
ENSG00000196652.10,ZKSCAN5,30050
ENSG00000221909.2,FAM200A,12229
ENSG00000197343.9,ZNF655,18048
ENSG00000272647.1,GS1-259H13.10,49143
ENSG00000265324.1,AC005020.1,85
ENSG00000244219.5,GS1-259H13.2,12748
ENSG00000197037.9,ZSCAN25,15462
ENSG00000224448.1,GS1-259H13.7,526
ENSG00000106258.12,CYP3A5,31805
ENSG00000160870.11,CYP3A7,50518
ENSG00000221487.1,AC069294.1,116
ENSG00000160868.13,CYP3A4,27306
ENSG00000273407.1,RP11-757A13.1,350
ENSG00000261511.1,CTD-3244O18.7,69
ENSG00000021461.15,CYP3A43,38090
ENSG00000260445.1,CTD-3244O18.5,54
ENSG00000260524.1,CYP3A52P,91
ENSG00000244623.1,OR2AE1,1071
ENSG00000146833.14,TRIM4,42643
ENSG00000176402.5,GJC3,6352
ENSG00000237640.1,RP4-604G5.1,19229
ENSG00000199711.1,Y_RNA,102
ENSG00000222966.1,SNORA40,126
ENSG00000160862.11,AZGP1,9438
ENSG00000214313.7,AZGP1P1,6774
ENSG00000235713.1,RP4-604G5.3,654
ENSG00000106261.15,ZKSCAN1,26118
ENSG00000166529.13,ZSCAN21,15265
ENSG00000166526.15,ZNF3,18516
ENSG00000168090.8,COPS6,3247
ENSG00000166508.16,MCM7,9213
ENSG00000207547.1,MIR25,84
ENSG00000207757.1,MIR93,80
ENSG00000208036.1,MIR106B,82
ENSG00000221838.8,AP4M1,8797
ENSG00000106290.13,TAF6,12772
ENSG00000242798.1,RP11-506M12.1,11926
ENSG00000166997.6,CNPY4,5899
ENSG00000214309.4,MBLAC1,1805
ENSG00000235077.1,AC073842.19,9476
ENSG00000214142.2,RPL7P60,1054
ENSG00000188186.9,LAMTOR4,7038
ENSG00000146826.13,C7orf43,4296
ENSG00000266154.1,MIR4658,65
ENSG00000197093.9,GAL3ST4,9507
ENSG00000213420.6,GPC2,7767
ENSG00000066923.16,STAG3,43926
ENSG00000239521.6,GATS,71566
ENSG00000281555.1,AC005071.3,101
ENSG00000213413.2,PVRIG,3250
ENSG00000222482.1,AC005071.1,94
ENSG00000214300.7,SPDYE3,14495
ENSG00000078319.8,PMS2P1,20917
ENSG00000201913.1,Y_RNA,101
ENSG00000242294.5,STAG3L5P,15822
ENSG00000272752.4,STAG3L5P-PVRIG2P-PILRB,31728
ENSG00000281827.1,AC005071.4,101
ENSG00000121716.17,PILRB,15558
ENSG00000235333.3,PVRIG2P,1333
ENSG00000278005.1,MIR6840,71
ENSG00000085514.14,PILRA,32570
ENSG00000278832.1,AC005071.2,66
ENSG00000078487.16,ZCWPW1,28167
ENSG00000146834.12,MEPCE,5337
ENSG00000241357.1,RP11-758P17.2,1254
ENSG00000160813.5,PPP1R35,1284
ENSG00000240211.1,RP11-758P17.3,2301
ENSG00000185955.4,C7orf61,7657
ENSG00000166925.7,TSC22D4,15921
ENSG00000166924.7,NYAP1,10873
ENSG00000225807.1,RP11-44M6.1,10210
ENSG00000242101.3,RN7SL416P,298
ENSG00000106351.11,AGFG2,29009
ENSG00000184414.2,RP11-44M6.3,1006
ENSG00000205307.9,SAP25,1593
ENSG00000274272.1,RP11-44M6.7,6469
ENSG00000077454.14,LRCH4,12143
ENSG00000106336.11,FBXO24,17136
ENSG00000224729.5,PCOLCE-AS1,14805
ENSG00000106333.11,PCOLCE,5999
ENSG00000106330.10,MOSPD3,3283
ENSG00000106327.11,TFR2,22364
ENSG00000077080.8,ACTL6B,13365
ENSG00000172354.8,GNB2,5644
ENSG00000146830.9,GIGYF1,9942
ENSG00000172336.4,POP7,1443
ENSG00000130427.2,EPO,2901
ENSG00000146839.17,ZAN,64172
ENSG00000196411.8,EPHB4,24957
ENSG00000263672.2,RN7SL750P,238
ENSG00000146828.16,SLC12A9,40190
ENSG00000236305.1,RP11-126L15.4,15303
ENSG00000087077.10,TRIP6,6317
ENSG00000273985.1,MIR6875,72
ENSG00000087087.17,SRRT,13554
ENSG00000176125.4,UFSP1,996
ENSG00000087085.12,ACHE,6981
ENSG00000239825.3,RN7SL549P,282
ENSG00000235926.1,RP13-650G11.1,171
ENSG00000169894.16,MUC3A,18792
ENSG00000274993.1,RP11-395B7.2,4297
ENSG00000205277.8,MUC12,49327
ENSG00000227053.1,RP11-395B7.4,3289
ENSG00000169876.12,MUC17,38674
ENSG00000222636.1,RN7SKP54,269
ENSG00000169871.11,TRIM56,12529
ENSG00000106366.8,SERPINE1,12178
ENSG00000106367.12,AP1S1,7200
ENSG00000264425.1,MIR4653,83
ENSG00000128564.6,VGF,3085
ENSG00000167011.7,NAT16,9784
ENSG00000106384.9,MOGAT3,6015
ENSG00000205267.5,DGAT2L7P,1718
ENSG00000213394.3,RP4-747G18.5,882
ENSG00000106397.10,PLOD3,12444
ENSG00000106400.10,ZNHIT1,6523
ENSG00000106404.12,CLDN15,6729
ENSG00000214253.7,FIS1,12859
ENSG00000207454.1,RNU6-1104P,104
ENSG00000278683.1,RP11-132A1.6,394
ENSG00000214252.4,AZGP1P2,2290
ENSG00000232301.1,RP11-132A1.3,1658
ENSG00000232445.1,RP11-132A1.4,2640
ENSG00000128581.14,IFT22,8457
ENSG00000160963.12,COL26A1,196205
ENSG00000233683.1,RP5-1106H14.1,213
ENSG00000233123.1,LINC01007,6228
ENSG00000106436.4,MYL10,15972
ENSG00000279538.1,AC004953.1,3468
ENSG00000257923.8,CUX1,468054
ENSG00000259294.1,CTA-339C12.1,2483
ENSG00000272219.1,CTB-181H17.1,1779
ENSG00000261535.1,CTA-305I2.1,1109
ENSG00000280404.1,AC005086.3,218
ENSG00000280004.1,AC005086.2,221
ENSG00000279724.1,AC005086.1,230
ENSG00000252824.1,SNORA48,89
ENSG00000264642.1,AC005088.1,86
ENSG00000278586.1,CTA-313A17.5,274
ENSG00000160999.10,SH2B2,36621
ENSG00000264675.1,MIR4285,85
ENSG00000170409.7,CTA-313A17.2,2275
ENSG00000200552.1,Y_RNA,102
ENSG00000228546.2,CTA-313A17.3,1800
ENSG00000260097.2,SPDYE6,9239
ENSG00000128563.12,PRKRIP1,62805
ENSG00000239969.4,RP11-163E9.2,16472
ENSG00000239486.1,RP11-163E9.1,2273
ENSG00000221510.1,MIR548O,114
ENSG00000239480.1,RP11-514P8.2,7963
ENSG00000160991.14,ORAI2,23716
ENSG00000160993.3,ALKBH4,8639
ENSG00000161036.9,LRWD1,8240
ENSG00000266715.1,MIR5090,85
ENSG00000264471.1,MIR4467,63
ENSG00000005075.14,POLR2J,5790
ENSG00000271745.1,AC093668.2,86
ENSG00000170667.13,RASA4B,35337
ENSG00000272949.1,RP11-514P8.8,60421
ENSG00000238392.1,AC093668.1,85
ENSG00000168255.17,POLR2J3,34739
ENSG00000270249.1,RP11-514P8.7,50944
ENSG00000205238.8,SPDYE2,11077
ENSG00000105808.16,RASA4,42951
ENSG00000205236.6,RP11-514P8.6,60347
ENSG00000238997.1,AC105052.1,85
ENSG00000267368.1,UPK3BL,5767
ENSG00000267645.4,POLR2J2,34612
ENSG00000173678.13,SPDYE2B,11074
ENSG00000228049.6,POLR2J2,5551
ENSG00000279168.1,HSPC047,5978
ENSG00000233297.4,RASA4DP,8634
ENSG00000222011.7,FAM185A,60255
ENSG00000213385.3,RP11-577H5.1,794
ENSG00000161040.15,FBXL13,261614
ENSG00000252643.1,RNU6-1136P,104
ENSG00000238324.1,RN7SKP198,306
ENSG00000128606.11,LRRC17,31959
ENSG00000230257.1,NFE4,15335
ENSG00000264045.1,AC073127.1,100
ENSG00000236226.1,RP11-645N11.3,1251
ENSG00000170632.12,ARMC10,24884
ENSG00000233025.1,CRYZP1,947
ENSG00000161048.10,NAPEPLD,49785
ENSG00000224415.1,RP11-401L13.4,591
ENSG00000236848.2,RP11-401L13.5,319
ENSG00000279482.1,RP11-401L13.7,714
ENSG00000170629.13,DPY19L2P2,105278
ENSG00000237632.3,S100A11P1,312
ENSG00000105819.12,PMPCB,32090
ENSG00000105821.13,DNAJC2,32400
ENSG00000161057.9,PSMC2,25142
ENSG00000235354.1,CTA-276O3.4,171
ENSG00000170615.13,SLC26A5,93448
ENSG00000251852.1,Y_RNA,101
ENSG00000252047.1,Y_RNA,99
ENSG00000234715.1,CTB-107G13.1,68801
ENSG00000189056.12,RELN,517733
ENSG00000222386.1,RN7SKP86,332
ENSG00000164815.9,ORC5,81707
ENSG00000187416.10,LHFPL3,578577
ENSG00000197258.5,EIF4BP6,1828
ENSG00000226869.5,LHFPL3-AS1,65511
ENSG00000280478.1,AC079796.1,84
ENSG00000237606.2,RP11-203P23.2,461
ENSG00000225329.2,LHFPL3-AS2,32018
ENSG00000243352.3,RN7SL8P,266
ENSG00000237513.1,RP11-325F22.2,21272
ENSG00000228393.3,LINC01004,62730
ENSG00000239569.3,KMT2E-AS1,897
ENSG00000280574.1,AC007384.1,48
ENSG00000005483.18,KMT2E,100183
ENSG00000272918.1,CTB-152G17.6,2646
ENSG00000135250.15,SRPK2,288605
ENSG00000270764.1,CTB-152G17.5,625
ENSG00000271482.1,CTB-152G17.4,260
ENSG00000213361.2,RP4-778K6.1,319
ENSG00000244490.1,RWDD4P1,565
ENSG00000242154.1,RP4-778K6.3,2366
ENSG00000201179.1,RNU6-1322P,107
ENSG00000091127.12,PUS7,82607
ENSG00000223886.3,RP11-251G23.2,463
ENSG00000135249.6,RINT1,35593
ENSG00000185055.9,EFCAB10,35756
ENSG00000272604.1,RP11-251G23.5,2578
ENSG00000231167.3,YBX1P2,999
ENSG00000146776.13,ATXN7L1,271538
ENSG00000226624.1,CTA-351J1.1,610
ENSG00000128536.14,CDHR3,156978
ENSG00000280439.1,RP4-568B10.1,634
ENSG00000008282.6,SYPL1,22074
ENSG00000242562.1,DCAF13P1,1330
ENSG00000201796.1,RNU6-392P,101
ENSG00000105835.10,NAMPT,38042
ENSG00000273320.1,RP11-22N19.2,847
ENSG00000243438.1,LARP1BP2,519
ENSG00000243797.5,CTB-111H14.1,397957
ENSG00000267052.1,CTB-30L5.1,27962
ENSG00000253276.2,CCDC71L,4232
ENSG00000228742.8,RP5-884M6.1,20554
ENSG00000251978.1,RNA5SP236,116
ENSG00000105851.9,PIK3CG,41868
ENSG00000005249.11,PRKAR2B,117163
ENSG00000243193.3,CTA-360L10.1,67143
ENSG00000105856.12,HBP1,33569
ENSG00000272072.1,CTA-363E19.2,742
ENSG00000164597.12,COG5,362960
ENSG00000221356.1,AC004492.1,67
ENSG00000228341.1,CTB-20D2.1,280
ENSG00000172209.5,GPR22,5642
ENSG00000105865.9,DUS4L,14981
ENSG00000272854.1,RP4-593H12.1,501
ENSG00000075790.9,BCAP29,49194
ENSG00000238832.1,snoU109,145
ENSG00000250474.1,WBP1LP2,946
ENSG00000225935.1,BANF1P5,259
ENSG00000233705.5,SLC26A4-AS1,8184
ENSG00000091137.10,SLC26A4,57175
ENSG00000241764.3,AC002467.7,1765
ENSG00000105879.10,CBLL1,17971
ENSG00000091138.11,SLC26A3,37759
ENSG00000229626.1,PIGCP2,835
ENSG00000091140.11,DLD,40761
ENSG00000091136.12,LAMB1,79457
ENSG00000273055.1,CTB-13F3.1,625
ENSG00000238297.2,U3,192
ENSG00000091128.11,LAMB4,106809
ENSG00000216085.1,AC005048.1,91
ENSG00000091129.18,NRCAM,309095
ENSG00000251712.2,RNU7-20P,62
ENSG00000266112.1,AC007567.1,99
ENSG00000135241.15,PNPLA8,99245
ENSG00000231006.1,RPL7P32,744
ENSG00000177683.12,THAP5,15208
ENSG00000128590.4,DNAJB9,5283
ENSG00000225647.1,AC005487.2,15893
ENSG00000270425.1,CTA-369K23.1,994
ENSG00000205174.4,C7orf66,613
ENSG00000279043.1,CTB-22K14.1,5122
ENSG00000229603.1,AC004014.3,43214
ENSG00000227968.1,AC004014.4,999
ENSG00000230941.1,AC002386.1,3996
ENSG00000234273.1,AC073071.1,75186
ENSG00000230192.1,AC073387.2,709
ENSG00000271368.1,RP11-10E6.1,784
ENSG00000237064.1,EIF3IP1,967
ENSG00000232199.1,RPL3P8,1191
ENSG00000278424.1,RP11-745H7.1,490
ENSG00000226965.1,AC003088.1,102516
ENSG00000184903.8,IMMP2L,899467
ENSG00000228540.1,AC073326.3,1667
ENSG00000173114.11,LRRN3,34449
ENSG00000243621.1,AC003989.3,169
ENSG00000227948.4,AC003989.4,565
ENSG00000128512.18,DOCK4,480302
ENSG00000225572.1,DOCK4-AS1,13258
ENSG00000222346.1,RNA5SP237,113
ENSG00000234358.1,AC003080.4,767
ENSG00000198839.8,ZNF277,136509
ENSG00000202406.1,RN7SKP187,330
ENSG00000226851.1,AC004112.4,81435
ENSG00000230999.1,MTND5P8,1083
ENSG00000232922.1,AC004112.5,518
ENSG00000236232.1,AC004112.7,1106
ENSG00000006652.12,IFRD1,58050
ENSG00000180019.5,AC079741.2,212
ENSG00000181016.8,LSMEM1,10210
ENSG00000182965.6,NPM1P14,1183
ENSG00000223646.1,AC002463.3,85703
ENSG00000225358.1,MIPEPP1,3528
ENSG00000146802.11,TMEM168,28211
ENSG00000164603.10,C7orf60,120770
ENSG00000234520.4,AC018464.3,40989
ENSG00000279288.1,RP11-736E3.3,2058
ENSG00000164604.11,GPR85,9448
ENSG00000225457.1,RP11-736E3.1,45668
ENSG00000214194.7,LINC00998,1896
ENSG00000277061.1,AC073137.1,111
ENSG00000270997.1,RP11-703P11.1,634
ENSG00000278894.1,RP11-786A20.1,331
ENSG00000154415.6,PPP1R3A,199144
ENSG00000128573.21,FOXP2,607446
ENSG00000236580.1,RP11-95P9.1,316
ENSG00000224595.1,AC073626.2,5632
ENSG00000202334.1,RNA5SP238,120
ENSG00000266229.1,AC020606.1,102
ENSG00000272230.1,MIR3666,111
ENSG00000135272.8,MDFIC,97763
ENSG00000233607.1,LINC01392,169819
ENSG00000225535.5,LINC01393,47357
ENSG00000226962.1,RAC1P6,746
ENSG00000199764.1,Y_RNA,103
ENSG00000244565.1,RP11-222O23.1,715
ENSG00000202377.1,SNORA25,128
ENSG00000242072.1,RP11-458K10.1,28869
ENSG00000240973.1,RP11-458K10.2,3274
ENSG00000243345.1,RP11-458K10.3,1321
ENSG00000199224.1,Y_RNA,101
ENSG00000105967.14,TFEC,224749
ENSG00000279086.1,RP11-667F14.1,2278
ENSG00000135269.16,TES,48291
ENSG00000243243.4,AC073130.3,89968
ENSG00000237813.3,AC002066.1,261206
ENSG00000281656.1,AC073130.2,823
ENSG00000237870.5,AC073130.1,11129
ENSG00000105971.13,CAV2,221162
ENSG00000213167.3,Metazoa_SRP,281
ENSG00000105974.10,CAV1,36400
ENSG00000235427.1,AC006159.5,9252
ENSG00000243220.1,AC006159.4,7641
ENSG00000231210.2,LINC01510,43861
ENSG00000105976.13,MET,125997
ENSG00000198898.11,CAPZA2,110980
ENSG00000235945.1,AC002543.2,2923
ENSG00000252115.1,Y_RNA,88
ENSG00000222150.1,RNA5SP239,129
ENSG00000227199.1,ST7-AS1,1889
ENSG00000275359.1,ST7-AS1_1,116
ENSG00000277583.1,ST7-AS1_2,111
ENSG00000004866.17,ST7,276866
ENSG00000214188.8,ST7-OT4,144908
ENSG00000273596.1,ST7-OT4_1,200
ENSG00000273571.1,ST7-OT4_2,172
ENSG00000276100.1,ST7-OT4_3,293
ENSG00000274606.1,ST7-OT4_4,213
ENSG00000228368.1,AC106873.4,1627
ENSG00000213050.5,TPM3P1,747
ENSG00000275870.1,MIR6132,109
ENSG00000226367.4,ST7-AS2,74409
ENSG00000274344.1,ST7-AS2_1,72
ENSG00000275054.1,ST7-OT3_1,74
ENSG00000227532.1,AC002542.2,193
ENSG00000278526.1,ST7-OT3_2,137
ENSG00000278482.1,ST7-OT3_3,115
ENSG00000230785.2,AC006326.3,1971
ENSG00000224042.2,MTND4P6,472
ENSG00000230605.1,AC006326.5,138
ENSG00000105989.7,WNT2,46659
ENSG00000238202.1,AC002465.2,21376
ENSG00000154438.6,ASZ1,64902
ENSG00000214684.2,AC003045.1,799
ENSG00000001626.13,CFTR,250188
ENSG00000237974.1,AC000111.4,193
ENSG00000232661.1,AC000111.3,3944
ENSG00000234001.1,AC000111.5,210
ENSG00000083622.8,AC000111.6,42625
ENSG00000077063.9,CTTNBP2,163489
ENSG00000224136.1,AC007568.1,817
ENSG00000234826.1,AC003084.2,5188
ENSG00000128534.6,LSM8,8793
ENSG00000106013.11,ANKRD7,28059
ENSG00000222226.1,AC006926.1,96
ENSG00000229982.1,GTF3AP6,1186
ENSG00000230520.1,RP11-533K11.1,874
ENSG00000270516.1,RP11-500M10.1,973
ENSG00000263692.1,AC091320.1,85
ENSG00000225546.4,RP11-328J2.1,202820
ENSG00000271739.1,U1,126
ENSG00000276899.1,AC004915.1,68
ENSG00000233417.1,RP4-742N3.1,1981
ENSG00000233969.1,RP5-1006K12.1,17720
ENSG00000281290.1,AC004946.1,66
ENSG00000184408.8,KCND2,476664
ENSG00000252023.1,RNU6-581P,105
ENSG00000231295.1,RP4-797C5.2,5777
ENSG00000106025.7,TSPAN12,71083
ENSG00000071243.14,ING3,26468
ENSG00000202225.1,RNA5SP240,128
ENSG00000106034.16,CPED1,308768
ENSG00000234927.1,HMGN1P18,277
ENSG00000212628.1,RNA5SP241,114
ENSG00000207090.1,RNU6-517P,110
ENSG00000002745.11,WNT16,15738
ENSG00000196937.9,FAM3C,47514
ENSG00000213310.3,CYCSP19,316
ENSG00000227371.1,RP11-3L10.2,774
ENSG00000234985.2,RP11-3L10.3,428
ENSG00000221690.1,AC004875.1,86
ENSG00000227743.1,RP4-745K6.1,7027
ENSG00000252704.1,RN7SKP277,283
ENSG00000233272.1,PNPT1P2,2764
ENSG00000106278.10,PTPRZ1,188948
ENSG00000008311.13,AASS,68634
ENSG00000252003.1,RNU7-154P,62
ENSG00000226636.1,RP5-1049N15.2,2944
ENSG00000234418.1,RP11-560I19.1,2091
ENSG00000213302.3,RP11-560I19.2,373
ENSG00000128610.10,FEZF1,9298
ENSG00000230316.5,FEZF1-AS1,6420
ENSG00000081803.14,CADPS2,568335
ENSG00000240499.6,RP5-1101C3.1,111920
ENSG00000225795.1,RP11-395G17.1,232
ENSG00000235459.5,RPS26P31,348
ENSG00000188050.2,RNF133,1445
ENSG00000235631.1,RNF148,1304
ENSG00000227573.2,RP5-1166A24.1,607
ENSG00000128519.3,TAS2R16,997
ENSG00000226680.2,RP11-61D3.1,34341
ENSG00000081800.7,SLC13A1,86456
ENSG00000223595.1,LYPLA1P1,622
ENSG00000164675.9,IQUB,82678
ENSG00000232524.1,RP11-332K15.1,3228
ENSG00000207338.1,RNU6-296P,107
ENSG00000128609.13,NDUFA5,21259
ENSG00000146809.11,ASB15,72472
ENSG00000230442.4,RP11-390E23.3,40099
ENSG00000170807.11,LMOD2,8484
ENSG00000106299.7,WASL,67133
ENSG00000272686.1,RP11-390E23.6,2099
ENSG00000201104.1,RNU6-11P,107
ENSG00000228211.2,HYALP1,15114
ENSG00000106302.8,HYAL4,48496
ENSG00000106304.14,SPAM1,46178
ENSG00000225583.1,RP4-630C24.1,328
ENSG00000241345.1,RP4-630C24.3,33038
ENSG00000234224.2,TMEM229A,2108
ENSG00000242593.4,RP5-921G16.1,362914
ENSG00000243574.1,RP11-264K23.1,12866
ENSG00000241324.1,RP5-921G16.2,12481
ENSG00000230268.3,SSU72P8,585
ENSG00000213296.4,RP5-1106E3.1,872
ENSG00000207214.1,RNU6-102P,104
ENSG00000279419.1,RP5-907C10.3,2706
ENSG00000170775.2,GPR37,19631
ENSG00000275356.2,RP5-907C10.4,13519
ENSG00000128513.13,POT1,107598
ENSG00000224897.5,POT1-AS1,249443
ENSG00000186676.3,EEF1GP1,1849
ENSG00000224899.1,RP11-3B12.5,2286
ENSG00000205898.3,RP11-3B12.4,574
ENSG00000237764.2,RP11-3B12.2,207104
ENSG00000219445.2,RP11-3B12.3,34713
ENSG00000213291.3,RP11-420H19.3,375
ENSG00000234071.1,RP11-420H19.1,409
ENSG00000227847.1,RP11-420H19.2,373
ENSG00000227869.1,RP11-807H17.1,35055
ENSG00000197462.3,AC005276.1,15962
ENSG00000221418.1,AC003968.1,72
ENSG00000241921.1,AC000370.2,45216
ENSG00000179603.16,GRM8,814697
ENSG00000227249.1,AC000374.1,1745
ENSG00000224981.1,AC000367.1,1766
ENSG00000230820.2,AC000362.1,812
ENSG00000207692.2,MIR592,109
ENSG00000280995.1,AC000354.1,105
ENSG00000236340.4,AC000099.1,14795
ENSG00000236105.1,AC000110.1,584
ENSG00000048405.8,ZNF800,85135
ENSG00000279265.1,AC000123.3,461
ENSG00000224138.1,AC000123.4,1396
ENSG00000280347.1,AC000123.2,4975
ENSG00000226770.1,AC000124.1,8922
ENSG00000179562.2,GCC1,12994
ENSG00000004059.9,ARF5,3361
ENSG00000106328.9,FSCN3,10736
ENSG00000106331.13,PAX4,5637
ENSG00000240790.1,AC073934.6,7328
ENSG00000197157.9,SND1,440430
ENSG00000240579.1,RP11-20L24.1,637
ENSG00000279078.1,SND1-IT1,2481
ENSG00000128594.6,LRRC4,5037
ENSG00000207588.1,MIR593,100
ENSG00000207705.1,MIR129-1,73
ENSG00000174697.4,LEP,16345
ENSG00000272915.1,RP11-62J1.4,364
ENSG00000221429.1,AC018635.1,88
ENSG00000106344.7,RBM28,46224
ENSG00000242261.1,RP11-62J1.3,1030
ENSG00000238750.1,RNU7-27P,62
ENSG00000224940.7,PRRT4,11361
ENSG00000106348.15,IMPDH1,17976
ENSG00000228700.1,RP11-155G14.1,292
ENSG00000279916.1,AC010655.1,1033
ENSG00000238590.1,RNU7-54P,62
ENSG00000273184.1,RP11-212P7.3,38020
ENSG00000135245.9,HILPDA,2570
ENSG00000240758.2,RP11-155G14.6,13261
ENSG00000272601.1,RP11-155G14.5,2609
ENSG00000165055.14,METTL2B,29874
ENSG00000276988.1,Metazoa_SRP,252
ENSG00000273270.1,RP11-212P7.2,7054
ENSG00000280828.1,RP11-274B21.1,82319
ENSG00000213280.2,RP11-212P7.1,448
ENSG00000242588.5,RP11-274B21.14,47944
ENSG00000281896.1,RP11-274B21.13,8041
ENSG00000223189.1,RNU6-177P,104
ENSG00000243302.3,RP11-274B21.2,1150
ENSG00000230715.3,RP11-274B21.4,403
ENSG00000229413.2,RP11-274B21.12,330
ENSG00000243679.1,RP11-274B21.3,754
ENSG00000281490.1,CICP14,2830
ENSG00000271553.1,RP11-274B21.10,1114
ENSG00000241493.1,RP11-274B21.5,806
ENSG00000205085.7,FAM71F2,15585
ENSG00000271344.1,RP11-274B21.9,1267
ENSG00000239722.1,IMP3P2,475
ENSG00000201041.1,RNA5SP242,118
ENSG00000252866.1,RNA5SP243,35
ENSG00000135248.14,FAM71F1,22683
ENSG00000128595.15,CALU,32516
ENSG00000244218.3,RN7SL81P,261
ENSG00000128617.2,OPN1SW,3300
ENSG00000128596.15,CCDC136,31376
ENSG00000128591.14,FLNC,28898
ENSG00000242902.1,RP11-309L24.2,12465
ENSG00000135253.12,KCP,48269
ENSG00000128524.4,ATP6V1F,3019
ENSG00000272899.2,RP11-309L24.4,5466
ENSG00000221401.1,AC025594.1,119
ENSG00000224163.4,RP11-309L24.6,1332
ENSG00000128604.17,IRF5,12424
ENSG00000275106.1,RP11-309L24.10,790
ENSG00000064419.12,TNPO3,100994
ENSG00000242241.3,RN7SL306P,296
ENSG00000244556.1,ODCP,1639
ENSG00000230359.4,TPI1P2,752
ENSG00000242162.1,RP11-128A6.3,442
ENSG00000241102.1,RP11-286H14.2,511
ENSG00000241573.1,RP11-286H14.1,709
ENSG00000240416.1,CYCSP20,315
ENSG00000230626.3,RP11-286H14.4,4276
ENSG00000158457.5,TSPAN33,24806
ENSG00000200629.1,RNY1P11,113
ENSG00000128602.8,SMO,24674
ENSG00000243230.1,RP11-286H14.8,3771
ENSG00000158467.15,AHCYL2,205189
ENSG00000238072.1,RP11-305M3.2,258
ENSG00000128578.8,STRIP2,53967
ENSG00000239919.1,SNRPGP3,227
ENSG00000199846.1,RNU1-72P,153
ENSG00000240204.2,SMKR1,10454
ENSG00000273329.1,RP11-448A19.1,7083
ENSG00000106459.13,NRF1,145369
ENSG00000212238.1,RNA5SP244,112
ENSG00000207990.2,MIR182,112
ENSG00000199158.1,MIR96,78
ENSG00000207691.1,MIR183,110
