Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	37190620	39405820	1380	0.607
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	39410348	39413403	3	-0.6319
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	39417485	63588502	16407	0.584
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	13974127	17988229	2455	0.566
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	17993032	18032841	31	0.9689
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	18032911	18335834	221	0.5216
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	18346587	19386745	739	0.9352
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	19387233	19978836	386	0.4981
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	19988220	20210925	126	-0.0326
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	20217684	20267243	36	-0.8634
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	20271410	21140026	609	-0.008
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	21144814	21978535	633	0.5283
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	21978694	22170124	141	-0.0306
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	22189781	24296821	974	-0.8086
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	24297423	25178847	599	-0.0619
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	25183619	25237828	49	0.4787
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	25246768	25673655	268	0.8528
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	25674664	26831754	865	-0.002
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	26832105	26934293	89	-0.9455
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	26935774	28799527	1301	-0.0192
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	28800079	28843173	25	-0.7449
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	28844272	30671459	1249	0.0204
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	30672491	30879818	29	-0.727
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	30880915	31296972	282	-0.0105
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	31304045	38002327	4413	0.5711
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	21	38009793	46262057	5299	0.0756
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	22	16934932	48558476	16816	-0.7498
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	22	48559640	48561471	3	-2.3785
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	22	48564800	48940621	259	-0.8002
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	3236359	25378145	9630	0.0554
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	25378635	27764884	1313	-0.029
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	27765621	27948144	98	0.1964
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	27948249	30398538	1403	0.0033
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	30399263	31515899	513	0.0937
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	31516000	37326929	2349	-0.0299
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	37327078	51030543	6284	0.0506
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	51030700	51030857	2	1.8376
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	51031316	51049438	12	-0.0289
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	51052688	51087600	29	0.4006
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	51094506	55608276	1501	0.028
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	55609486	58247128	1012	-0.0333
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	58282385	58291715	7	-0.8237
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	62952913	68054796	1856	-0.0545
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	68055272	74683360	2710	0.0355
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	74684856	80222537	1845	-0.0648
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	80222786	80222845	2	1.7502
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	80223096	91766052	4803	-0.0533
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	91768485	91798162	9	-0.9587
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	91798845	92173086	111	-0.1586
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	92174667	92314290	106	0.101
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	92315047	92725552	132	-0.1569
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	92728302	92730840	2	-2.2679
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	92737878	95013621	1016	-0.071
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	95014610	108259167	5689	0.0097
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	108259193	113463405	2744	-0.0391
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	113463718	124842337	5558	0.0442
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	124842475	128718856	1596	-0.0497
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	128724411	137500131	3883	0.0477
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	137501369	148897675	5851	-0.0516
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	X	148897873	155677414	2359	0.0308
